datadate,tic,conm,ajexdi,prccd
20170130,JPM.PF,JPMORGAN CHASE & CO,1,25.92
20170131,JPM.PF,JPMORGAN CHASE & CO,1,26.02
20170201,JPM.PF,JPMORGAN CHASE & CO,1,26
20170202,JPM.PF,JPMORGAN CHASE & CO,1,26.05
20170203,JPM.PF,JPMORGAN CHASE & CO,1,26.08
20170206,JPM.PF,JPMORGAN CHASE & CO,1,26.14
20170207,JPM.PF,JPMORGAN CHASE & CO,1,26.1
20170208,JPM.PF,JPMORGAN CHASE & CO,1,26.23
20170209,JPM.PF,JPMORGAN CHASE & CO,1,26.06
20170210,JPM.PF,JPMORGAN CHASE & CO,1,26.1
20170213,JPM.PF,JPMORGAN CHASE & CO,1,26.11
20170214,JPM.PF,JPMORGAN CHASE & CO,1,26.09
20170215,JPM.PF,JPMORGAN CHASE & CO,1,26.09
20170216,JPM.PF,JPMORGAN CHASE & CO,1,26.08
20170217,JPM.PF,JPMORGAN CHASE & CO,1,26.0409
20170221,JPM.PF,JPMORGAN CHASE & CO,1,25.97
20170222,JPM.PF,JPMORGAN CHASE & CO,1,26.08
20170223,JPM.PF,JPMORGAN CHASE & CO,1,26.18
20170224,JPM.PF,JPMORGAN CHASE & CO,1,26.33
20170227,JPM.PF,JPMORGAN CHASE & CO,1,26.26
20170228,JPM.PF,JPMORGAN CHASE & CO,1,26.37
20170301,JPM.PF,JPMORGAN CHASE & CO,1,26.31
20170302,JPM.PF,JPMORGAN CHASE & CO,1,26.28
20170303,JPM.PF,JPMORGAN CHASE & CO,1,26.21
20170306,JPM.PF,JPMORGAN CHASE & CO,1,26.1436
20170307,JPM.PF,JPMORGAN CHASE & CO,1,26.0651
20170308,JPM.PF,JPMORGAN CHASE & CO,1,25.73
20170309,JPM.PF,JPMORGAN CHASE & CO,1,25.56
20170310,JPM.PF,JPMORGAN CHASE & CO,1,25.6926
20170313,JPM.PF,JPMORGAN CHASE & CO,1,25.65
20170314,JPM.PF,JPMORGAN CHASE & CO,1,25.66
20170315,JPM.PF,JPMORGAN CHASE & CO,1,25.95
20170316,JPM.PF,JPMORGAN CHASE & CO,1,25.88
20170317,JPM.PF,JPMORGAN CHASE & CO,1,25.89
20170320,JPM.PF,JPMORGAN CHASE & CO,1,25.91
20170321,JPM.PF,JPMORGAN CHASE & CO,1,25.93
20170322,JPM.PF,JPMORGAN CHASE & CO,1,26.0162
20170323,JPM.PF,JPMORGAN CHASE & CO,1,26.0517
20170324,JPM.PF,JPMORGAN CHASE & CO,1,26.16
20170327,JPM.PF,JPMORGAN CHASE & CO,1,26.19
20170328,JPM.PF,JPMORGAN CHASE & CO,1,26.2099
20170329,JPM.PF,JPMORGAN CHASE & CO,1,26.24
20170330,JPM.PF,JPMORGAN CHASE & CO,1,26.42
20170331,JPM.PF,JPMORGAN CHASE & CO,1,26.52
20170403,JPM.PF,JPMORGAN CHASE & CO,1,26.78
20170404,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170405,JPM.PF,JPMORGAN CHASE & CO,1,26.78
20170406,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20170407,JPM.PF,JPMORGAN CHASE & CO,1,26.82
20170410,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20170411,JPM.PF,JPMORGAN CHASE & CO,1,26.8
20170412,JPM.PF,JPMORGAN CHASE & CO,1,26.77
20170413,JPM.PF,JPMORGAN CHASE & CO,1,27
20170417,JPM.PF,JPMORGAN CHASE & CO,1,27.16
20170418,JPM.PF,JPMORGAN CHASE & CO,1,27.22
20170419,JPM.PF,JPMORGAN CHASE & CO,1,27.27
20170420,JPM.PF,JPMORGAN CHASE & CO,1,27.15
20170421,JPM.PF,JPMORGAN CHASE & CO,1,27.25
20170424,JPM.PF,JPMORGAN CHASE & CO,1,27.29
20170425,JPM.PF,JPMORGAN CHASE & CO,1,27.32
20170426,JPM.PF,JPMORGAN CHASE & CO,1,27.24
20170427,JPM.PF,JPMORGAN CHASE & CO,1,27.246
20170428,JPM.PF,JPMORGAN CHASE & CO,1,26.82
20170501,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170502,JPM.PF,JPMORGAN CHASE & CO,1,27.02
20170503,JPM.PF,JPMORGAN CHASE & CO,1,27.1
20170504,JPM.PF,JPMORGAN CHASE & CO,1,27.07
20170505,JPM.PF,JPMORGAN CHASE & CO,1,27.07
20170508,JPM.PF,JPMORGAN CHASE & CO,1,27.13
20170509,JPM.PF,JPMORGAN CHASE & CO,1,27.1
20170510,JPM.PF,JPMORGAN CHASE & CO,1,27.11
20170511,JPM.PF,JPMORGAN CHASE & CO,1,27.01
20170512,JPM.PF,JPMORGAN CHASE & CO,1,26.99
20170515,JPM.PF,JPMORGAN CHASE & CO,1,26.98
20170516,JPM.PF,JPMORGAN CHASE & CO,1,27.06
20170517,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20170518,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20170519,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20170522,JPM.PF,JPMORGAN CHASE & CO,1,26.9
20170523,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20170524,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20170525,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20170526,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20170530,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170531,JPM.PF,JPMORGAN CHASE & CO,1,26.91
20170601,JPM.PF,JPMORGAN CHASE & CO,1,26.9
20170602,JPM.PF,JPMORGAN CHASE & CO,1,26.9
20170605,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170606,JPM.PF,JPMORGAN CHASE & CO,1,26.87
20170607,JPM.PF,JPMORGAN CHASE & CO,1,26.81
20170608,JPM.PF,JPMORGAN CHASE & CO,1,26.81
20170609,JPM.PF,JPMORGAN CHASE & CO,1,26.77
20170612,JPM.PF,JPMORGAN CHASE & CO,1,26.69
20170613,JPM.PF,JPMORGAN CHASE & CO,1,26.73
20170614,JPM.PF,JPMORGAN CHASE & CO,1,26.76
20170615,JPM.PF,JPMORGAN CHASE & CO,1,26.73
20170616,JPM.PF,JPMORGAN CHASE & CO,1,26.74
20170619,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20170620,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20170621,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20170622,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170623,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170626,JPM.PF,JPMORGAN CHASE & CO,1,26.92
20170627,JPM.PF,JPMORGAN CHASE & CO,1,26.91
20170628,JPM.PF,JPMORGAN CHASE & CO,1,26.87
20170629,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170630,JPM.PF,JPMORGAN CHASE & CO,1,26.95
20170703,JPM.PF,JPMORGAN CHASE & CO,1,26.98
20170705,JPM.PF,JPMORGAN CHASE & CO,1,27.03
20170706,JPM.PF,JPMORGAN CHASE & CO,1,26.92
20170707,JPM.PF,JPMORGAN CHASE & CO,1,26.98
20170710,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20170711,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20170712,JPM.PF,JPMORGAN CHASE & CO,1,26.99
20170713,JPM.PF,JPMORGAN CHASE & CO,1,27
20170714,JPM.PF,JPMORGAN CHASE & CO,1,27.02
20170717,JPM.PF,JPMORGAN CHASE & CO,1,26.95
20170718,JPM.PF,JPMORGAN CHASE & CO,1,27
20170719,JPM.PF,JPMORGAN CHASE & CO,1,26.95
20170720,JPM.PF,JPMORGAN CHASE & CO,1,27
20170721,JPM.PF,JPMORGAN CHASE & CO,1,27.17
20170724,JPM.PF,JPMORGAN CHASE & CO,1,27.19
20170725,JPM.PF,JPMORGAN CHASE & CO,1,27.07
20170726,JPM.PF,JPMORGAN CHASE & CO,1,27.06
20170727,JPM.PF,JPMORGAN CHASE & CO,1,27.05
20170728,JPM.PF,JPMORGAN CHASE & CO,1,27.07
20170731,JPM.PF,JPMORGAN CHASE & CO,1,26.71
20170801,JPM.PF,JPMORGAN CHASE & CO,1,26.82
20170802,JPM.PF,JPMORGAN CHASE & CO,1,26.82
20170803,JPM.PF,JPMORGAN CHASE & CO,1,26.82
20170804,JPM.PF,JPMORGAN CHASE & CO,1,26.86
20170807,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20170808,JPM.PF,JPMORGAN CHASE & CO,1,26.9
20170809,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20170810,JPM.PF,JPMORGAN CHASE & CO,1,26.68
20170811,JPM.PF,JPMORGAN CHASE & CO,1,26.59
20170814,JPM.PF,JPMORGAN CHASE & CO,1,26.76
20170815,JPM.PF,JPMORGAN CHASE & CO,1,26.74
20170816,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20170817,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20170818,JPM.PF,JPMORGAN CHASE & CO,1,26.87
20170821,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20170822,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20170823,JPM.PF,JPMORGAN CHASE & CO,1,26.78
20170824,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20170825,JPM.PF,JPMORGAN CHASE & CO,1,26.72
20170828,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20170829,JPM.PF,JPMORGAN CHASE & CO,1,26.78
20170830,JPM.PF,JPMORGAN CHASE & CO,1,26.87
20170831,JPM.PF,JPMORGAN CHASE & CO,1,26.95
20170901,JPM.PF,JPMORGAN CHASE & CO,1,26.87
20170905,JPM.PF,JPMORGAN CHASE & CO,1,26.92
20170906,JPM.PF,JPMORGAN CHASE & CO,1,26.94
20170907,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20170908,JPM.PF,JPMORGAN CHASE & CO,1,26.83
20170911,JPM.PF,JPMORGAN CHASE & CO,1,26.83
20170912,JPM.PF,JPMORGAN CHASE & CO,1,26.9
20170913,JPM.PF,JPMORGAN CHASE & CO,1,26.88
20170914,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20170915,JPM.PF,JPMORGAN CHASE & CO,1,26.82
20170918,JPM.PF,JPMORGAN CHASE & CO,1,26.83
20170919,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20170920,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20170921,JPM.PF,JPMORGAN CHASE & CO,1,26.8
20170922,JPM.PF,JPMORGAN CHASE & CO,1,26.86
20170925,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20170926,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20170927,JPM.PF,JPMORGAN CHASE & CO,1,26.8201
20170928,JPM.PF,JPMORGAN CHASE & CO,1,26.8
20170929,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20171002,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20171003,JPM.PF,JPMORGAN CHASE & CO,1,26.69
20171004,JPM.PF,JPMORGAN CHASE & CO,1,26.77
20171005,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20171006,JPM.PF,JPMORGAN CHASE & CO,1,26.72
20171009,JPM.PF,JPMORGAN CHASE & CO,1,26.64
20171010,JPM.PF,JPMORGAN CHASE & CO,1,26.65
20171011,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20171012,JPM.PF,JPMORGAN CHASE & CO,1,26.78
20171013,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20171016,JPM.PF,JPMORGAN CHASE & CO,1,26.84
20171017,JPM.PF,JPMORGAN CHASE & CO,1,26.81
20171018,JPM.PF,JPMORGAN CHASE & CO,1,26.77
20171019,JPM.PF,JPMORGAN CHASE & CO,1,26.83
20171020,JPM.PF,JPMORGAN CHASE & CO,1,26.99
20171023,JPM.PF,JPMORGAN CHASE & CO,1,26.9301
20171024,JPM.PF,JPMORGAN CHASE & CO,1,26.95
20171025,JPM.PF,JPMORGAN CHASE & CO,1,26.888
20171026,JPM.PF,JPMORGAN CHASE & CO,1,26.96
20171027,JPM.PF,JPMORGAN CHASE & CO,1,27.09
20171030,JPM.PF,JPMORGAN CHASE & CO,1,27.0845
20171031,JPM.PF,JPMORGAN CHASE & CO,1,26.8
20171101,JPM.PF,JPMORGAN CHASE & CO,1,26.775
20171102,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20171103,JPM.PF,JPMORGAN CHASE & CO,1,26.76
20171106,JPM.PF,JPMORGAN CHASE & CO,1,26.68
20171107,JPM.PF,JPMORGAN CHASE & CO,1,26.71
20171108,JPM.PF,JPMORGAN CHASE & CO,1,26.7
20171109,JPM.PF,JPMORGAN CHASE & CO,1,26.67
20171110,JPM.PF,JPMORGAN CHASE & CO,1,26.65
20171113,JPM.PF,JPMORGAN CHASE & CO,1,26.6715
20171114,JPM.PF,JPMORGAN CHASE & CO,1,26.7
20171115,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20171116,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20171117,JPM.PF,JPMORGAN CHASE & CO,1,26.93
20171120,JPM.PF,JPMORGAN CHASE & CO,1,27.02
20171121,JPM.PF,JPMORGAN CHASE & CO,1,26.99
20171122,JPM.PF,JPMORGAN CHASE & CO,1,27.07
20171124,JPM.PF,JPMORGAN CHASE & CO,1,27.0399
20171127,JPM.PF,JPMORGAN CHASE & CO,1,26.98
20171128,JPM.PF,JPMORGAN CHASE & CO,1,26.97
20171129,JPM.PF,JPMORGAN CHASE & CO,1,26.92
20171130,JPM.PF,JPMORGAN CHASE & CO,1,27
20171201,JPM.PF,JPMORGAN CHASE & CO,1,27.08
20171204,JPM.PF,JPMORGAN CHASE & CO,1,26.9
20171205,JPM.PF,JPMORGAN CHASE & CO,1,26.95
20171206,JPM.PF,JPMORGAN CHASE & CO,1,27
20171207,JPM.PF,JPMORGAN CHASE & CO,1,26.98
20171208,JPM.PF,JPMORGAN CHASE & CO,1,26.98
20171211,JPM.PF,JPMORGAN CHASE & CO,1,26.96
20171212,JPM.PF,JPMORGAN CHASE & CO,1,26.9599
20171213,JPM.PF,JPMORGAN CHASE & CO,1,26.9
20171214,JPM.PF,JPMORGAN CHASE & CO,1,26.81
20171215,JPM.PF,JPMORGAN CHASE & CO,1,26.81
20171218,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20171219,JPM.PF,JPMORGAN CHASE & CO,1,26.85
20171220,JPM.PF,JPMORGAN CHASE & CO,1,26.81
20171221,JPM.PF,JPMORGAN CHASE & CO,1,26.83
20171222,JPM.PF,JPMORGAN CHASE & CO,1,26.83
20171226,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20171227,JPM.PF,JPMORGAN CHASE & CO,1,26.79
20171228,JPM.PF,JPMORGAN CHASE & CO,1,26.75
20171229,JPM.PF,JPMORGAN CHASE & CO,1,26.65
20180102,JPM.PF,JPMORGAN CHASE & CO,1,26.43
20180103,JPM.PF,JPMORGAN CHASE & CO,1,26.42
20180104,JPM.PF,JPMORGAN CHASE & CO,1,26.4
20180105,JPM.PF,JPMORGAN CHASE & CO,1,26.45
20180108,JPM.PF,JPMORGAN CHASE & CO,1,26.46
20180109,JPM.PF,JPMORGAN CHASE & CO,1,26.53
20180110,JPM.PF,JPMORGAN CHASE & CO,1,26.49
20180111,JPM.PF,JPMORGAN CHASE & CO,1,26.53
20180112,JPM.PF,JPMORGAN CHASE & CO,1,26.48
20180116,JPM.PF,JPMORGAN CHASE & CO,1,26.42
20180117,JPM.PF,JPMORGAN CHASE & CO,1,26.34
20180118,JPM.PF,JPMORGAN CHASE & CO,1,26.25
20180119,JPM.PF,JPMORGAN CHASE & CO,1,26.45
20180122,JPM.PF,JPMORGAN CHASE & CO,1,26.36
20180123,JPM.PF,JPMORGAN CHASE & CO,1,26.39
20180124,JPM.PF,JPMORGAN CHASE & CO,1,26.3
20180125,JPM.PF,JPMORGAN CHASE & CO,1,26.29
20180126,JPM.PF,JPMORGAN CHASE & CO,1,26.25
20180129,JPM.PF,JPMORGAN CHASE & CO,1,25.72
20180130,JPM.PF,JPMORGAN CHASE & CO,1,25.61
20180131,JPM.PF,JPMORGAN CHASE & CO,1,25.69
20180201,JPM.PF,JPMORGAN CHASE & CO,1,25.6
20180202,JPM.PF,JPMORGAN CHASE & CO,1,25.56
20180205,JPM.PF,JPMORGAN CHASE & CO,1,25.5
20180206,JPM.PF,JPMORGAN CHASE & CO,1,25.51
20180207,JPM.PF,JPMORGAN CHASE & CO,1,25.5
20180208,JPM.PF,JPMORGAN CHASE & CO,1,25.48
20180209,JPM.PF,JPMORGAN CHASE & CO,1,25.55
20180212,JPM.PF,JPMORGAN CHASE & CO,1,25.7
20180213,JPM.PF,JPMORGAN CHASE & CO,1,25.65
20180214,JPM.PF,JPMORGAN CHASE & CO,1,25.5768
20180215,JPM.PF,JPMORGAN CHASE & CO,1,25.62
20180216,JPM.PF,JPMORGAN CHASE & CO,1,25.6548
20180220,JPM.PF,JPMORGAN CHASE & CO,1,25.81
20180221,JPM.PF,JPMORGAN CHASE & CO,1,25.81
20180222,JPM.PF,JPMORGAN CHASE & CO,1,25.851
20180223,JPM.PF,JPMORGAN CHASE & CO,1,26
20180226,JPM.PF,JPMORGAN CHASE & CO,1,25.93
20180227,JPM.PF,JPMORGAN CHASE & CO,1,26.04
20180228,JPM.PF,JPMORGAN CHASE & CO,1,26.19
20180301,JPM.PF,JPMORGAN CHASE & CO,1,26.27
20180302,JPM.PF,JPMORGAN CHASE & CO,1,26.22
20180305,JPM.PF,JPMORGAN CHASE & CO,1,26.35
20180306,JPM.PF,JPMORGAN CHASE & CO,1,26.22
20180307,JPM.PF,JPMORGAN CHASE & CO,1,26.2
20180308,JPM.PF,JPMORGAN CHASE & CO,1,26.35
20180309,JPM.PF,JPMORGAN CHASE & CO,1,26.21
20180312,JPM.PF,JPMORGAN CHASE & CO,1,26.1779
20180313,JPM.PF,JPMORGAN CHASE & CO,1,26.17
20180314,JPM.PF,JPMORGAN CHASE & CO,1,26.21
20180315,JPM.PF,JPMORGAN CHASE & CO,1,26.22
20180316,JPM.PF,JPMORGAN CHASE & CO,1,26.29
20180319,JPM.PF,JPMORGAN CHASE & CO,1,26.24
20180320,JPM.PF,JPMORGAN CHASE & CO,1,26.16
20180321,JPM.PF,JPMORGAN CHASE & CO,1,26.18
20180322,JPM.PF,JPMORGAN CHASE & CO,1,26.16
20180323,JPM.PF,JPMORGAN CHASE & CO,1,26.18
20180326,JPM.PF,JPMORGAN CHASE & CO,1,26.0601
20180327,JPM.PF,JPMORGAN CHASE & CO,1,26.09
20180328,JPM.PF,JPMORGAN CHASE & CO,1,26.16
20180329,JPM.PF,JPMORGAN CHASE & CO,1,26.17
20180402,JPM.PF,JPMORGAN CHASE & CO,1,26.18
20180403,JPM.PF,JPMORGAN CHASE & CO,1,26.12
20180404,JPM.PF,JPMORGAN CHASE & CO,1,26.13
20180405,JPM.PF,JPMORGAN CHASE & CO,1,26.09
20180406,JPM.PF,JPMORGAN CHASE & CO,1,26.12
20180409,JPM.PF,JPMORGAN CHASE & CO,1,26.02
20180410,JPM.PF,JPMORGAN CHASE & CO,1,26.05
20180411,JPM.PF,JPMORGAN CHASE & CO,1,26.03
20180412,JPM.PF,JPMORGAN CHASE & CO,1,26.06
20180413,JPM.PF,JPMORGAN CHASE & CO,1,26.12
20180416,JPM.PF,JPMORGAN CHASE & CO,1,26.08
20180417,JPM.PF,JPMORGAN CHASE & CO,1,26.09
20180418,JPM.PF,JPMORGAN CHASE & CO,1,26.13
20180419,JPM.PF,JPMORGAN CHASE & CO,1,26.018
20180420,JPM.PF,JPMORGAN CHASE & CO,1,26.1
20180423,JPM.PF,JPMORGAN CHASE & CO,1,26.1
20180424,JPM.PF,JPMORGAN CHASE & CO,1,26.05
20180425,JPM.PF,JPMORGAN CHASE & CO,1,25.97
20180426,JPM.PF,JPMORGAN CHASE & CO,1,26.02
20180427,JPM.PF,JPMORGAN CHASE & CO,1,26.01
20180430,JPM.PF,JPMORGAN CHASE & CO,1,26.2
20180501,JPM.PF,JPMORGAN CHASE & CO,1,25.82
20180502,JPM.PF,JPMORGAN CHASE & CO,1,25.88
20180503,JPM.PF,JPMORGAN CHASE & CO,1,25.76
20180504,JPM.PF,JPMORGAN CHASE & CO,1,25.8
20180507,JPM.PF,JPMORGAN CHASE & CO,1,25.91
20180508,JPM.PF,JPMORGAN CHASE & CO,1,25.89
20180509,JPM.PF,JPMORGAN CHASE & CO,1,25.85
20180510,JPM.PF,JPMORGAN CHASE & CO,1,25.87
20180511,JPM.PF,JPMORGAN CHASE & CO,1,26.11
20180514,JPM.PF,JPMORGAN CHASE & CO,1,26.05
20180515,JPM.PF,JPMORGAN CHASE & CO,1,25.86
20180516,JPM.PF,JPMORGAN CHASE & CO,1,25.95
20180517,JPM.PF,JPMORGAN CHASE & CO,1,25.9
20180518,JPM.PF,JPMORGAN CHASE & CO,1,25.9005
20180521,JPM.PF,JPMORGAN CHASE & CO,1,25.85
20180522,JPM.PF,JPMORGAN CHASE & CO,1,25.88
20180523,JPM.PF,JPMORGAN CHASE & CO,1,25.87
20180524,JPM.PF,JPMORGAN CHASE & CO,1,26.05
20180525,JPM.PF,JPMORGAN CHASE & CO,1,26.12
20180529,JPM.PF,JPMORGAN CHASE & CO,1,26.14
20180530,JPM.PF,JPMORGAN CHASE & CO,1,26.1
20180531,JPM.PF,JPMORGAN CHASE & CO,1,26.02
20180601,JPM.PF,JPMORGAN CHASE & CO,1,26.12
20180604,JPM.PF,JPMORGAN CHASE & CO,1,26.14
20180605,JPM.PF,JPMORGAN CHASE & CO,1,26.2
20180606,JPM.PF,JPMORGAN CHASE & CO,1,26.24
20180607,JPM.PF,JPMORGAN CHASE & CO,1,26.3
20180608,JPM.PF,JPMORGAN CHASE & CO,1,26.32
20180611,JPM.PF,JPMORGAN CHASE & CO,1,26.29
20180612,JPM.PF,JPMORGAN CHASE & CO,1,26.22
20180613,JPM.PF,JPMORGAN CHASE & CO,1,26.17
20180614,JPM.PF,JPMORGAN CHASE & CO,1,26.12
20180615,JPM.PF,JPMORGAN CHASE & CO,1,26.2125
20180618,JPM.PF,JPMORGAN CHASE & CO,1,26.21
20180619,JPM.PF,JPMORGAN CHASE & CO,1,26.18
20180620,JPM.PF,JPMORGAN CHASE & CO,1,26.11
20180621,JPM.PF,JPMORGAN CHASE & CO,1,26.11
20180622,JPM.PF,JPMORGAN CHASE & CO,1,26.17
20180625,JPM.PF,JPMORGAN CHASE & CO,1,26.12
20180626,JPM.PF,JPMORGAN CHASE & CO,1,26.07
20180627,JPM.PF,JPMORGAN CHASE & CO,1,26.02
20180628,JPM.PF,JPMORGAN CHASE & CO,1,26.15
20180629,JPM.PF,JPMORGAN CHASE & CO,1,26.18
20180702,JPM.PF,JPMORGAN CHASE & CO,1,26.461
20180703,JPM.PF,JPMORGAN CHASE & CO,1,26.61
20180705,JPM.PF,JPMORGAN CHASE & CO,1,26.6
20180706,JPM.PF,JPMORGAN CHASE & CO,1,26.77
20180709,JPM.PF,JPMORGAN CHASE & CO,1,26.715
20180710,JPM.PF,JPMORGAN CHASE & CO,1,26.7
20180711,JPM.PF,JPMORGAN CHASE & CO,1,26.66
20180712,JPM.PF,JPMORGAN CHASE & CO,1,26.64
20180713,JPM.PF,JPMORGAN CHASE & CO,1,26.51
20180716,JPM.PF,JPMORGAN CHASE & CO,1,26.34
20180717,JPM.PF,JPMORGAN CHASE & CO,1,26.27
20180718,JPM.PF,JPMORGAN CHASE & CO,1,26.3
20180719,JPM.PF,JPMORGAN CHASE & CO,1,26.36
20180720,JPM.PF,JPMORGAN CHASE & CO,1,26.38
20180723,JPM.PF,JPMORGAN CHASE & CO,1,26.35
20180724,JPM.PF,JPMORGAN CHASE & CO,1,26.28
20180725,JPM.PF,JPMORGAN CHASE & CO,1,26.3
20180726,JPM.PF,JPMORGAN CHASE & CO,1,26.25
20180727,JPM.PF,JPMORGAN CHASE & CO,1,26.2
20180730,JPM.PF,JPMORGAN CHASE & CO,1,26.111
20180731,JPM.PF,JPMORGAN CHASE & CO,1,26.25
20180801,JPM.PF,JPMORGAN CHASE & CO,1,25.751
20180802,JPM.PF,JPMORGAN CHASE & CO,1,25.87
20180803,JPM.PF,JPMORGAN CHASE & CO,1,25.85
20180806,JPM.PF,JPMORGAN CHASE & CO,1,25.84
20180807,JPM.PF,JPMORGAN CHASE & CO,1,25.836
20180808,JPM.PF,JPMORGAN CHASE & CO,1,25.9038
20180809,JPM.PF,JPMORGAN CHASE & CO,1,25.85
20180810,JPM.PF,JPMORGAN CHASE & CO,1,25.85
20180813,JPM.PF,JPMORGAN CHASE & CO,1,25.85
20180814,JPM.PF,JPMORGAN CHASE & CO,1,25.89
20180815,JPM.PF,JPMORGAN CHASE & CO,1,25.94
20180816,JPM.PF,JPMORGAN CHASE & CO,1,25.95
20180817,JPM.PF,JPMORGAN CHASE & CO,1,26.01
20180820,JPM.PF,JPMORGAN CHASE & CO,1,26.0581
20180821,JPM.PF,JPMORGAN CHASE & CO,1,26.0847
20180822,JPM.PF,JPMORGAN CHASE & CO,1,26.11
20180823,JPM.PF,JPMORGAN CHASE & CO,1,26.05
20180824,JPM.PF,JPMORGAN CHASE & CO,1,26.13
20180827,JPM.PF,JPMORGAN CHASE & CO,1,26.19
20180828,JPM.PF,JPMORGAN CHASE & CO,1,26.21
20180829,JPM.PF,JPMORGAN CHASE & CO,1,26.34
20180830,JPM.PF,JPMORGAN CHASE & CO,1,26.3
20180831,JPM.PF,JPMORGAN CHASE & CO,1,26.35
20180904,JPM.PF,JPMORGAN CHASE & CO,1,26.3
20180905,JPM.PF,JPMORGAN CHASE & CO,1,26.19
20180906,JPM.PF,JPMORGAN CHASE & CO,1,26.07
20180907,JPM.PF,JPMORGAN CHASE & CO,1,25.95
20180910,JPM.PF,JPMORGAN CHASE & CO,1,25.99
20180911,JPM.PF,JPMORGAN CHASE & CO,1,25.95
20180912,JPM.PF,JPMORGAN CHASE & CO,1,25.91
20180913,JPM.PF,JPMORGAN CHASE & CO,1,25.91
20180914,JPM.PF,JPMORGAN CHASE & CO,1,25.97
20180917,JPM.PF,JPMORGAN CHASE & CO,1,25.8
20180918,JPM.PF,JPMORGAN CHASE & CO,1,25.82
20180919,JPM.PF,JPMORGAN CHASE & CO,1,25.76
20180920,JPM.PF,JPMORGAN CHASE & CO,1,25.75
20180921,JPM.PF,JPMORGAN CHASE & CO,1,25.78
20180924,JPM.PF,JPMORGAN CHASE & CO,1,25.77
20180925,JPM.PF,JPMORGAN CHASE & CO,1,25.74
20180926,JPM.PF,JPMORGAN CHASE & CO,1,25.74
20180927,JPM.PF,JPMORGAN CHASE & CO,1,25.8335
20180928,JPM.PF,JPMORGAN CHASE & CO,1,25.78
20090102,JPM.PG.1,JPMORGAN CHASE & CO,1,42.5
20090105,JPM.PG.1,JPMORGAN CHASE & CO,1,44
20090106,JPM.PG.1,JPMORGAN CHASE & CO,1,44
20090107,JPM.PG.1,JPMORGAN CHASE & CO,1,44.2
20090108,JPM.PG.1,JPMORGAN CHASE & CO,1,44.2999
20090109,JPM.PG.1,JPMORGAN CHASE & CO,1,45
20090112,JPM.PG.1,JPMORGAN CHASE & CO,1,44.25
20090113,JPM.PG.1,JPMORGAN CHASE & CO,1,44.9999
20090114,JPM.PG.1,JPMORGAN CHASE & CO,1,44.4999
20090115,JPM.PG.1,JPMORGAN CHASE & CO,1,42
20090116,JPM.PG.1,JPMORGAN CHASE & CO,1,42.6
20090120,JPM.PG.1,JPMORGAN CHASE & CO,1,43.641
20090121,JPM.PG.1,JPMORGAN CHASE & CO,1,43.99
20090122,JPM.PG.1,JPMORGAN CHASE & CO,1,44.943
